[2025-04-06T17:51:43.145+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-04-06T17:51:43.187+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: iot_data_pipeline.run_iot_producer_script scheduled__2025-04-06T17:45:00+00:00 [queued]>
[2025-04-06T17:51:43.200+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: iot_data_pipeline.run_iot_producer_script scheduled__2025-04-06T17:45:00+00:00 [queued]>
[2025-04-06T17:51:43.200+0000] {taskinstance.py:2306} INFO - Starting attempt 2 of 3
[2025-04-06T17:51:43.214+0000] {taskinstance.py:2330} INFO - Executing <Task(BashOperator): run_iot_producer_script> on 2025-04-06 17:45:00+00:00
[2025-04-06T17:51:43.220+0000] {standard_task_runner.py:63} INFO - Started process 20378 to run task
[2025-04-06T17:51:43.224+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'iot_data_pipeline', 'run_iot_producer_script', 'scheduled__2025-04-06T17:45:00+00:00', '--job-id', '58', '--raw', '--subdir', 'DAGS_FOLDER/iot_data_dag.py', '--cfg-path', '/tmp/tmph82qs_6y']
[2025-04-06T17:51:43.227+0000] {standard_task_runner.py:91} INFO - Job 58: Subtask run_iot_producer_script
[2025-04-06T17:51:43.291+0000] {task_command.py:426} INFO - Running <TaskInstance: iot_data_pipeline.run_iot_producer_script scheduled__2025-04-06T17:45:00+00:00 [running]> on host aef507eba48f
[2025-04-06T17:51:43.394+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='iot_data_pipeline' AIRFLOW_CTX_TASK_ID='run_iot_producer_script' AIRFLOW_CTX_EXECUTION_DATE='2025-04-06T17:45:00+00:00' AIRFLOW_CTX_TRY_NUMBER='2' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-04-06T17:45:00+00:00'
[2025-04-06T17:51:43.394+0000] {taskinstance.py:430} INFO - ::endgroup::
[2025-04-06T17:51:43.415+0000] {subprocess.py:63} INFO - Tmp dir root location: /tmp
[2025-04-06T17:51:43.415+0000] {subprocess.py:75} INFO - Running command: ['/usr/bin/bash', '-c', 'python3 /opt/***/dags/script/iot_data_producer.py']
[2025-04-06T17:51:43.430+0000] {subprocess.py:86} INFO - Output:
[2025-04-07T21:52:53.697+0000] {subprocess.py:93} INFO - Démarrage de la génération et diffusion des données IoT...
[2025-04-07T21:52:53.699+0000] {subprocess.py:93} INFO - Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-SL-20', 'timestamp': '2025-04-06T17:51:44.351119', 'region': 'SL', 'season': 'saison_seche', 'temperature': 30.92, 'humidity': 57.29, 'soil_moisture': 44.18, 'vibration': 1.24, 'pressure': 1.63}
[2025-04-07T21:52:53.707+0000] {subprocess.py:93} INFO - Donnée humidité du sol envoyée et stockée: {'machine_id': 'IOT-MACH-TB-48', 'timestamp': '2025-04-07T21:23:42.828319', 'region': 'TB', 'season': 'saison_seche', 'temperature': 37.88, 'humidity': 27.56, 'soil_moisture': 17.51, 'vibration': 0.72, 'pressure': 2.1}
[2025-04-07T21:52:53.707+0000] {subprocess.py:93} INFO - Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-SL-64', 'timestamp': '2025-04-07T21:23:52.843393', 'region': 'SL', 'season': 'saison_seche', 'temperature': 31.01, 'humidity': 50.21, 'soil_moisture': 20.1, 'vibration': 1.68, 'pressure': 2.19}
[2025-04-07T21:52:53.708+0000] {subprocess.py:93} INFO - Donnée vibration envoyée et stockée: {'machine_id': 'IOT-MACH-KD-13', 'timestamp': '2025-04-07T21:28:52.944974', 'region': 'KD', 'season': 'saison_seche', 'temperature': 32.01, 'humidity': 57.26, 'soil_moisture': 20.85, 'vibration': 3.08, 'pressure': 1.18}
[2025-04-07T21:52:53.708+0000] {subprocess.py:93} INFO - Donnée pression envoyée et stockée: {'machine_id': 'IOT-MACH-ZG-51', 'timestamp': '2025-04-07T21:29:02.963087', 'region': 'ZG', 'season': 'saison_seche', 'temperature': 28.87, 'humidity': 81.58, 'soil_moisture': 33.17, 'vibration': 0.21, 'pressure': 1.69}
[2025-04-07T21:52:53.709+0000] {subprocess.py:93} INFO - Donnée humidité du sol envoyée et stockée: {'machine_id': 'IOT-MACH-TH-93', 'timestamp': '2025-04-07T21:29:33.000797', 'region': 'TH', 'season': 'saison_seche', 'temperature': 31.05, 'humidity': 46.01, 'soil_moisture': 31.96, 'vibration': 0.77, 'pressure': 1.48}
[2025-04-07T21:52:53.710+0000] {subprocess.py:93} INFO - Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-DK-100', 'timestamp': '2025-04-07T21:29:43.018379', 'region': 'DK', 'season': 'saison_seche', 'temperature': 30.61, 'humidity': 69.29, 'soil_moisture': 22.73, 'vibration': 1.27, 'pressure': 1.34}
[2025-04-07T21:52:53.710+0000] {subprocess.py:93} INFO - Donnée vibration envoyée et stockée: {'machine_id': 'IOT-MACH-MT-67', 'timestamp': '2025-04-07T21:34:43.125379', 'region': 'MT', 'season': 'saison_seche', 'temperature': 39.21, 'humidity': 10.3, 'soil_moisture': 22.91, 'vibration': 4.53, 'pressure': 2.23}
[2025-04-07T21:52:53.711+0000] {subprocess.py:93} INFO - Donnée pression envoyée et stockée: {'machine_id': 'IOT-MACH-TB-32', 'timestamp': '2025-04-07T21:34:53.143390', 'region': 'TB', 'season': 'saison_seche', 'temperature': 37.74, 'humidity': 27.72, 'soil_moisture': 35.65, 'vibration': 2.4, 'pressure': 1.95}
[2025-04-07T21:52:53.711+0000] {subprocess.py:93} INFO - Donnée humidité du sol envoyée et stockée: {'machine_id': 'IOT-MACH-TH-65', 'timestamp': '2025-04-07T21:35:23.181390', 'region': 'TH', 'season': 'saison_seche', 'temperature': 32.39, 'humidity': 48.11, 'soil_moisture': 49.15, 'vibration': 1.01, 'pressure': 0.85}
[2025-04-07T21:52:53.712+0000] {subprocess.py:93} INFO - Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-KD-27', 'timestamp': '2025-04-07T21:35:33.194708', 'region': 'KD', 'season': 'saison_seche', 'temperature': 33.07, 'humidity': 56.95, 'soil_moisture': 36.49, 'vibration': 1.68, 'pressure': 1.79}
[2025-04-07T21:52:53.712+0000] {subprocess.py:93} INFO - Donnée vibration envoyée et stockée: {'machine_id': 'IOT-MACH-KD-74', 'timestamp': '2025-04-07T21:40:33.297384', 'region': 'KD', 'season': 'saison_seche', 'temperature': 32.44, 'humidity': 55.32, 'soil_moisture': 43.62, 'vibration': 3.11, 'pressure': 1.94}
[2025-04-07T21:52:53.713+0000] {subprocess.py:93} INFO - Donnée pression envoyée et stockée: {'machine_id': 'IOT-MACH-KD-4', 'timestamp': '2025-04-07T21:40:43.315396', 'region': 'KD', 'season': 'saison_seche', 'temperature': 33.3, 'humidity': 55.77, 'soil_moisture': 46.77, 'vibration': 3.38, 'pressure': 1.5}
[2025-04-07T21:52:53.713+0000] {subprocess.py:93} INFO - Donnée humidité du sol envoyée et stockée: {'machine_id': 'IOT-MACH-DK-35', 'timestamp': '2025-04-07T21:41:13.353444', 'region': 'DK', 'season': 'saison_seche', 'temperature': 29.97, 'humidity': 72.11, 'soil_moisture': 15.31, 'vibration': 4.05, 'pressure': 0.98}
[2025-04-07T21:52:53.713+0000] {subprocess.py:93} INFO - Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-TH-24', 'timestamp': '2025-04-07T21:41:23.367342', 'region': 'TH', 'season': 'saison_seche', 'temperature': 32.38, 'humidity': 51.79, 'soil_moisture': 41.85, 'vibration': 0.17, 'pressure': 2.48}
[2025-04-07T21:52:53.714+0000] {subprocess.py:93} INFO - Donnée vibration envoyée et stockée: {'machine_id': 'IOT-MACH-MT-38', 'timestamp': '2025-04-07T21:46:23.468709', 'region': 'MT', 'season': 'saison_seche', 'temperature': 39.88, 'humidity': 16.67, 'soil_moisture': 28.44, 'vibration': 1.57, 'pressure': 2.11}
[2025-04-07T21:52:53.714+0000] {subprocess.py:93} INFO - Donnée pression envoyée et stockée: {'machine_id': 'IOT-MACH-TH-86', 'timestamp': '2025-04-07T21:46:33.481344', 'region': 'TH', 'season': 'saison_seche', 'temperature': 31.14, 'humidity': 48.99, 'soil_moisture': 23.36, 'vibration': 3.94, 'pressure': 0.8}
[2025-04-07T21:52:53.715+0000] {subprocess.py:93} INFO - Donnée humidité du sol envoyée et stockée: {'machine_id': 'IOT-MACH-ZG-95', 'timestamp': '2025-04-07T21:47:03.517381', 'region': 'ZG', 'season': 'saison_seche', 'temperature': 28.48, 'humidity': 80.56, 'soil_moisture': 30.36, 'vibration': 4.66, 'pressure': 1.79}
[2025-04-07T21:52:53.716+0000] {subprocess.py:93} INFO - Donnée envoyée et stockée: {'machine_id': 'IOT-MACH-TB-51', 'timestamp': '2025-04-07T21:47:13.535381', 'region': 'TB', 'season': 'saison_seche', 'temperature': 36.34, 'humidity': 22.2, 'soil_moisture': 40.46, 'vibration': 2.84, 'pressure': 1.99}
[2025-04-07T21:52:53.716+0000] {subprocess.py:93} INFO - Donnée vibration envoyée et stockée: {'machine_id': 'IOT-MACH-MT-97', 'timestamp': '2025-04-07T21:52:13.638346', 'region': 'MT', 'season': 'saison_seche', 'temperature': 38.75, 'humidity': 10.6, 'soil_moisture': 17.78, 'vibration': 1.44, 'pressure': 1.4}
[2025-04-07T21:52:53.717+0000] {subprocess.py:93} INFO - Donnée pression envoyée et stockée: {'machine_id': 'IOT-MACH-ZG-92', 'timestamp': '2025-04-07T21:52:23.650392', 'region': 'ZG', 'season': 'saison_seche', 'temperature': 28.21, 'humidity': 82.74, 'soil_moisture': 41.25, 'vibration': 3.34, 'pressure': 1.18}
