creation_time,insertday,inserthour,tablename,source,count_split,count_filter,count_parsed,count_errors,count_rows,count_df_initial,count_df_enriched,count_df_distinct,year,month,day,hour
2024-09-01 02:17:55.315,20240901,01,ODI_RECHARGE,/pps/recharge_85,1952,1952,1952,0,1952,1952,1952,1952,2024,9,1,1
2024-09-01 02:17:16.664,20240901,01,ODI_RECHARGE,/pps/recharge_89,607,607,607,0,607,607,607,607,2024,9,1,1
2024-09-01 02:20:15.789,20240901,01,ODI_INTERCO,/ict/interco,1631976,0,1417996,0,1417996,1417996,1417996,1416893,2024,9,1,1
2024-09-01 02:11:03.998,20240901,01,ODI_ROAMING_IN,/elink/roaming_in,14318,14318,14318,0,14318,14318,14312,13141,2024,9,1,1
2024-09-01 02:20:32.891,20240901,01,ODI_RECHARGE,/pps/recharge_84,102,102,102,0,102,102,102,102,2024,9,1,1
2024-09-01 02:46:01.168,20240901,01,ODI_DATA,/bscs/postpaid_data,1756623,0,1756623,0,1756623,1756623,1756623,1756623,2024,9,1,1
2024-09-01 02:42:33.308,20240901,01,ODI_SMS_OUT,/bscs/sms_out,31346,0,31346,0,31346,31346,31346,24772,2024,9,1,1
2024-09-01 02:11:32.527,20240901,01,ODI_PREPAID_VOICE,/pps/voice,321533,321533,321533,0,321533,321533,321533,321528,2024,9,1,1
2024-09-01 02:42:15.3,20240901,01,ODI_ROAMING_OUT,/bscs/roaming_out,434,0,434,0,434,434,434,434,2024,9,1,1
2024-09-01 11:45:31.681,20240901,10,ODI_DATA,/bscs/postpaid_data,1138563,0,1138563,0,1138563,1138563,1138563,1138563,2024,9,1,10
2024-09-01 11:11:32.608,20240901,10,ODI_PREPAID_VOICE,/pps/voice,629444,629444,629444,0,629444,629444,629444,629441,2024,9,1,10
2024-09-01 11:17:30.439,20240901,10,ODI_RECHARGE,/pps/recharge_81,21359,21359,21359,0,21359,21359,21359,21359,2024,9,1,10
2024-09-01 11:17:04.929,20240901,10,ODI_RECHARGE,/pps/recharge_811,11,11,11,0,11,11,11,11,2024,9,1,10
2024-09-01 11:43:01.583,20240901,10,ODI_POSTPAID_VOICE,/bscs/postpaid_voice,459408,0,459408,0,459408,459408,459408,459408,2024,9,1,10
2024-09-01 11:17:09.301,20240901,10,ODI_RECHARGE,/pps/recharge_82,194,194,194,0,194,194,194,194,2024,9,1,10
2024-09-01 11:42:14.586,20240901,10,ODI_SMS_OUT,/bscs/sms_out,31660,0,31660,0,31660,31660,31660,22397,2024,9,1,10
2024-09-01 11:10:58.737,20240901,10,ODI_ROAMING_IN,/elink/roaming_in,36946,36935,36935,0,36935,36935,36929,33529,2024,9,1,10
2024-09-01 11:21:17.582,20240901,10,ODI_RECHARGE,/pps/recharge_83,5155,5155,5155,0,5155,5155,5155,5155,2024,9,1,10
2024-09-01 11:41:49.626,20240901,10,ODI_ROAMING_OUT,/bscs/roaming_out,2127,0,2127,0,2127,2127,2127,2127,2024,9,1,10
2024-09-01 11:17:04.974,20240901,10,ODI_RECHARGE,/pps/recharge_89,2665,2665,2665,0,2665,2665,2665,2665,2024,9,1,10
2024-09-01 11:17:03.671,20240901,10,ODI_RECHARGE,/pps/recharge_87,8,8,8,0,8,8,8,8,2024,9,1,10
2024-09-01 11:20:52.13,20240901,10,ODI_RECHARGE,/pps/recharge_84,147,147,147,0,147,147,147,147,2024,9,1,10
2024-09-01 11:11:52.224,20240901,10,ODI_DATA,/pps/data,1520941,1520941,1520941,0,1520941,1520941,1466807,1466807,2024,9,1,10
2024-09-01 11:17:49.822,20240901,10,ODI_RECHARGE,/pps/recharge_85,1496,1496,1496,0,1496,1496,1496,1495,2024,9,1,10
2024-09-01 11:11:14.655,20240901,10,ODI_SMS_OUT,/pps/sms,7064,7064,7064,0,7064,7064,7077,6766,2024,9,1,10
2024-09-01 11:17:45.793,20240901,10,ODI_RECHARGE,/pps/recharge_86,211,211,211,0,211,211,211,211,2024,9,1,10
2024-09-01 12:11:38.183,20240901,11,ODI_PREPAID_VOICE,/pps/voice,898646,898646,898646,0,898646,898646,898646,898637,2024,9,1,11
2024-09-01 12:17:11.614,20240901,11,ODI_RECHARGE,/pps/recharge_811,12,12,12,0,12,12,12,12,2024,9,1,11
2024-09-01 12:17:47.076,20240901,11,ODI_RECHARGE,/pps/recharge_82,248,248,248,0,248,248,248,248,2024,9,1,11
2024-09-01 12:17:45.013,20240901,11,ODI_RECHARGE,/pps/recharge_86,273,273,273,0,273,273,273,273,2024,9,1,11
2024-09-01 12:19:30.94,20240901,11,ODI_RECHARGE,/pps/recharge_84,289,289,289,0,289,289,289,289,2024,9,1,11
2024-09-01 12:20:01.491,20240901,11,ODI_RECHARGE,/pps/recharge_83,8833,8833,8833,0,8833,8833,8833,8833,2024,9,1,11
2024-09-01 12:17:53.488,20240901,11,ODI_RECHARGE,/pps/recharge_85,2205,2205,2205,0,2205,2205,2205,2205,2024,9,1,11
2024-09-01 12:46:03.987,20240901,11,ODI_DATA,/bscs/postpaid_data,1328866,0,1328866,0,1328866,1328866,1328866,1328866,2024,9,1,11
2024-09-01 12:37:17.85,20240901,11,SMC_HEAVYUSERS,/smc/heavyusers,8416385,0,8416384,0,8416384,8416384,8416384,8416384,2024,9,1,11
2024-09-01 12:17:30.502,20240901,11,ODI_RECHARGE,/pps/recharge_81,30629,30629,30629,0,30629,30629,30629,30629,2024,9,1,11
2024-09-01 12:11:37.02,20240901,11,ODI_DATA,/pps/data,1882624,1882624,1882624,0,1882624,1882624,1810803,1810803,2024,9,1,11
2024-09-01 12:20:17.24,20240901,11,ODI_INTERCO,/ict/interco,1631403,0,1339260,0,1339260,1339260,1339260,1338609,2024,9,1,11
2024-09-01 12:11:01.953,20240901,11,ODI_ROAMING_IN,/elink/roaming_in,37374,37369,37369,0,37369,37369,37363,34020,2024,9,1,11
2024-09-01 12:41:46.664,20240901,11,ODI_ROAMING_OUT,/bscs/roaming_out,2435,0,2435,0,2435,2435,2435,2435,2024,9,1,11
2024-09-01 12:17:31.426,20240901,11,ODI_RECHARGE,/pps/recharge_89,4073,4073,4073,0,4073,4073,4073,4072,2024,9,1,11
2024-09-01 12:11:21.915,20240901,11,ODI_SMS_OUT,/pps/sms,9289,9289,9289,0,9289,9289,9298,8994,2024,9,1,11
2024-09-01 12:42:25.166,20240901,11,ODI_SMS_OUT,/bscs/sms_out,52156,0,52156,0,52156,52156,52156,34046,2024,9,1,11
2024-09-01 12:17:11.069,20240901,11,ODI_RECHARGE,/pps/recharge_87,10,10,10,0,10,10,10,7,2024,9,1,11
2024-09-01 12:43:19.212,20240901,11,ODI_POSTPAID_VOICE,/bscs/postpaid_voice,643861,0,643861,0,643861,643861,643861,643861,2024,9,1,11
2024-09-01 13:57:41.108,20240901,12,CEM_NEWCUST,/otarie/NewCust,64358978,0,64343586,0,64343586,64343586,64343586,64343586,2024,9,1,12
2024-09-01 13:46:09.891,20240901,12,ODI_DATA,/bscs/postpaid_data,1455689,0,1455689,0,1455689,1455689,1455689,1455689,2024,9,1,12
2024-09-01 13:17:21.895,20240901,12,ODI_RECHARGE,/pps/recharge_89,4667,4667,4667,0,4667,4667,4667,4667,2024,9,1,12
2024-09-01 13:41:59.365,20240901,12,ODI_ROAMING_OUT,/bscs/roaming_out,2399,0,2399,0,2399,2399,2399,2399,2024,9,1,12
2024-09-01 13:11:18.097,20240901,12,ODI_SMS_OUT,/pps/sms,11295,11295,11295,0,11295,11295,11300,10899,2024,9,1,12
2024-09-01 13:17:09.93,20240901,12,ODI_RECHARGE,/pps/recharge_87,12,12,12,0,12,12,12,12,2024,9,1,12
2024-09-01 13:11:47.917,20240901,12,ODI_DATA,/pps/data,2119956,2119956,2119956,0,2119956,2119956,2033372,2033372,2024,9,1,12
2024-09-01 13:43:46.624,20240901,12,ODI_POSTPAID_VOICE,/bscs/postpaid_voice,707389,0,707389,0,707389,707389,707389,707389,2024,9,1,12
2024-09-01 13:20:08.367,20240901,12,ODI_INTERCO,/ict/interco,1631825,0,1467675,0,1467675,1467675,1467675,1467181,2024,9,1,12
2024-09-01 13:42:21.439,20240901,12,ODI_SMS_OUT,/bscs/sms_out,39003,0,39003,0,39003,39003,39003,26319,2024,9,1,12
2024-09-01 13:11:07.464,20240901,12,ODI_ROAMING_IN,/elink/roaming_in,37644,37639,37639,0,37639,37639,37633,34457,2024,9,1,12
2024-09-01 13:17:11.04,20240901,12,ODI_RECHARGE,/pps/recharge_811,12,12,12,0,12,12,12,12,2024,9,1,12
2024-09-01 13:17:25.985,20240901,12,ODI_RECHARGE,/pps/recharge_810,1,1,1,0,1,1,1,1,2024,9,1,12
2024-09-01 13:20:32.653,20240901,12,ODI_RECHARGE,/pps/recharge_83,11303,11303,11303,0,11303,11303,11303,11303,2024,9,1,12
2024-09-01 13:17:42.676,20240901,12,ODI_RECHARGE,/pps/recharge_85,2814,2814,2814,0,2814,2814,2814,2811,2024,9,1,12
2024-09-01 13:18:08.115,20240901,12,ODI_RECHARGE,/pps/recharge_86,315,315,315,0,315,315,315,315,2024,9,1,12
2024-09-01 13:17:24.799,20240901,12,ODI_RECHARGE,/pps/recharge_81,37294,37294,37294,0,37294,37294,37294,37294,2024,9,1,12
2024-09-01 13:17:12.497,20240901,12,ODI_RECHARGE,/pps/recharge_82,296,296,296,0,296,296,296,296,2024,9,1,12
2024-09-01 13:11:34.696,20240901,12,ODI_PREPAID_VOICE,/pps/voice,1048772,1048772,1048772,0,1048772,1048772,1048772,1048762,2024,9,1,12
2024-09-01 13:19:29.261,20240901,12,ODI_RECHARGE,/pps/recharge_84,343,343,343,0,343,343,343,343,2024,9,1,12
2024-09-01 15:13:38.143,20240901,13,CEM_NEWCUST,/otarie/NewCust,324772855,0,324695895,0,324695895,324695895,324695895,324695895,2024,9,1,13
2024-09-01 14:17:52.081,20240901,13,ODI_RECHARGE,/pps/recharge_85,2978,2978,2978,0,2978,2978,2978,2978,2024,9,1,13
2024-09-01 14:42:21.703,20240901,13,ODI_SMS_OUT,/bscs/sms_out,37115,0,37115,0,37115,37115,37115,25597,2024,9,1,13
2024-09-01 14:41:55.97,20240901,13,ODI_ROAMING_OUT,/bscs/roaming_out,2179,0,2179,0,2179,2179,2179,2179,2024,9,1,13
2024-09-01 14:17:16.675,20240901,13,ODI_RECHARGE,/pps/recharge_811,15,15,15,0,15,15,15,15,2024,9,1,13
2024-09-01 14:11:42.361,20240901,13,ODI_DATA,/pps/data,2299482,2299482,2299482,0,2299482,2299482,2202105,2202105,2024,9,1,13
2024-09-01 14:18:00.142,20240901,13,ODI_RECHARGE,/pps/recharge_87,2,2,2,0,2,2,2,2,2024,9,1,13
2024-09-01 14:11:21.644,20240901,13,ODI_SMS_OUT,/pps/sms,12633,12633,12633,0,12633,12633,12641,12245,2024,9,1,13
2024-09-01 14:18:01.716,20240901,13,ODI_RECHARGE,/pps/recharge_86,323,323,323,0,323,323,323,323,2024,9,1,13
2024-09-01 14:17:12.511,20240901,13,ODI_RECHARGE,/pps/recharge_82,287,287,287,0,287,287,287,287,2024,9,1,13
2024-09-01 14:10:59.666,20240901,13,ODI_ROAMING_IN,/elink/roaming_in,40322,40320,40320,0,40320,40320,40314,36641,2024,9,1,13
2024-09-01 14:17:08.8,20240901,13,ODI_RECHARGE,/pps/recharge_89,4299,4299,4299,0,4299,4299,4299,4299,2024,9,1,13
2024-09-01 14:19:52.947,20240901,13,ODI_RECHARGE,/pps/recharge_84,367,367,367,0,367,367,367,367,2024,9,1,13
2024-09-01 14:17:03.726,20240901,13,ODI_RECHARGE,/pps/recharge_810,1,1,1,0,1,1,1,1,2024,9,1,13
2024-09-01 14:17:46.749,20240901,13,ODI_RECHARGE,/pps/recharge_81,38372,38372,38372,0,38372,38372,38372,38372,2024,9,1,13
2024-09-01 14:19:42.925,20240901,13,ODI_RECHARGE,/pps/recharge_83,11412,11412,11412,0,11412,11412,11412,11412,2024,9,1,13
2024-09-01 14:20:05.901,20240901,13,ODI_INTERCO,/ict/interco,1630163,0,1455140,0,1455140,1455140,1455140,1454594,2024,9,1,13
2024-09-01 14:43:41.758,20240901,13,ODI_POSTPAID_VOICE,/bscs/postpaid_voice,670959,0,670959,0,670959,670959,670959,670959,2024,9,1,13
2024-09-01 14:11:43.404,20240901,13,ODI_PREPAID_VOICE,/pps/voice,1080895,1080895,1080895,0,1080895,1080895,1080895,1080884,2024,9,1,13
2024-09-01 14:45:29.644,20240901,13,ODI_DATA,/bscs/postpaid_data,1519146,0,1519146,0,1519146,1519146,1519146,1519146,2024,9,1,13
2024-09-01 15:19:29.158,20240901,14,ODI_RECHARGE,/pps/recharge_84,263,263,263,0,263,263,263,263,2024,9,1,14
2024-09-01 15:17:44.44,20240901,14,ODI_RECHARGE,/pps/recharge_86,308,308,308,0,308,308,308,308,2024,9,1,14
2024-09-01 15:11:43.735,20240901,14,ODI_DATA,/pps/data,2412757,2412757,2412757,0,2412757,2412757,2309902,2309902,2024,9,1,14
2024-09-01 15:42:03.761,20240901,14,ODI_ROAMING_OUT,/bscs/roaming_out,2175,0,2175,0,2175,2175,2175,2175,2024,9,1,14
2024-09-01 15:17:17.206,20240901,14,ODI_RECHARGE,/pps/recharge_87,54,54,54,0,54,54,54,40,2024,9,1,14
2024-09-01 15:20:08.453,20240901,14,ODI_INTERCO,/ict/interco,1633194,0,1439121,0,1439121,1439121,1439121,1438560,2024,9,1,14
2024-09-01 15:11:35.64,20240901,14,ODI_PREPAID_VOICE,/pps/voice,1039695,1039695,1039695,0,1039695,1039695,1039695,1039677,2024,9,1,14
2024-09-01 15:43:32.944,20240901,14,ODI_POSTPAID_VOICE,/bscs/postpaid_voice,593351,0,593351,0,593351,593351,593351,593351,2024,9,1,14
2024-09-01 15:45:53.494,20240901,14,ODI_DATA,/bscs/postpaid_data,1524752,0,1524752,0,1524752,1524752,1524752,1524752,2024,9,1,14
2024-09-01 15:42:16.018,20240901,14,ODI_SMS_OUT,/bscs/sms_out,37327,0,37327,0,37327,37327,37327,25611,2024,9,1,14
2024-09-01 15:11:09.676,20240901,14,ODI_ROAMING_IN,/elink/roaming_in,37152,37143,37143,0,37143,37143,37137,33638,2024,9,1,14
2024-09-01 16:02:17.388,20240901,14,CEM_NEWCUST,/otarie/NewCust,128692433,0,128661649,0,128661649,128661649,128661649,128661649,2024,9,1,14
2024-09-01 15:18:24.496,20240901,14,ODI_RECHARGE,/pps/recharge_81,36857,36857,36857,0,36857,36857,36857,36857,2024,9,1,14
2024-09-01 15:17:15.917,20240901,14,ODI_RECHARGE,/pps/recharge_89,3564,3564,3564,0,3564,3564,3564,3564,2024,9,1,14
2024-09-01 15:17:09.755,20240901,14,ODI_RECHARGE,/pps/recharge_811,14,14,14,0,14,14,14,14,2024,9,1,14
2024-09-01 15:11:15.868,20240901,14,ODI_SMS_OUT,/pps/sms,13308,13308,13308,0,13308,13308,13311,12881,2024,9,1,14
2024-09-01 15:19:48.141,20240901,14,ODI_RECHARGE,/pps/recharge_83,9497,9497,9497,0,9497,9497,9497,9497,2024,9,1,14
2024-09-01 15:17:04.929,20240901,14,ODI_RECHARGE,/pps/recharge_810,1,1,1,0,1,1,1,1,2024,9,1,14
2024-09-01 15:18:13.531,20240901,14,ODI_RECHARGE,/pps/recharge_85,3006,3006,3006,0,3006,3006,3006,3006,2024,9,1,14
2024-09-01 15:17:07.606,20240901,14,ODI_RECHARGE,/pps/recharge_82,348,348,348,0,348,348,348,348,2024,9,1,14
2024-09-01 16:17:31.05,20240901,15,ODI_RECHARGE,/pps/recharge_89,2875,2875,2875,0,2875,2875,2875,2875,2024,9,1,15
2024-09-01 16:17:51.329,20240901,15,ODI_RECHARGE,/pps/recharge_85,2926,2926,2926,0,2926,2926,2926,2926,2024,9,1,15
2024-09-01 16:11:33.155,20240901,15,ODI_PREPAID_VOICE,/pps/voice,928326,928326,928326,0,928326,928326,928326,928317,2024,9,1,15
2024-09-01 16:17:09.821,20240901,15,ODI_RECHARGE,/pps/recharge_82,305,305,305,0,305,305,305,305,2024,9,1,15
2024-09-01 16:19:59.147,20240901,15,ODI_RECHARGE,/pps/recharge_83,7228,7228,7228,0,7228,7228,7228,7228,2024,9,1,15
2024-09-01 16:43:24.213,20240901,15,ODI_POSTPAID_VOICE,/bscs/postpaid_voice,506588,0,506588,0,506588,506588,506588,506588,2024,9,1,15
2024-09-01 16:17:13.139,20240901,15,ODI_RECHARGE,/pps/recharge_87,8,8,8,0,8,8,8,8,2024,9,1,15
2024-09-01 16:42:00.195,20240901,15,ODI_ROAMING_OUT,/bscs/roaming_out,1818,0,1818,0,1818,1818,1818,1818,2024,9,1,15
2024-09-01 16:11:43.006,20240901,15,ODI_DATA,/pps/data,2422722,2422722,2422722,0,2422722,2422722,2316651,2316651,2024,9,1,15
2024-09-01 16:17:36.625,20240901,15,ODI_RECHARGE,/pps/recharge_81,32567,32567,32567,0,32567,32567,32567,32567,2024,9,1,15
2024-09-01 16:17:10.164,20240901,15,ODI_RECHARGE,/pps/recharge_811,13,13,13,0,13,13,13,13,2024,9,1,15
2024-09-01 16:46:04.324,20240901,15,ODI_DATA,/bscs/postpaid_data,1478087,0,1478087,0,1478087,1478087,1478087,1478087,2024,9,1,15
2024-09-01 16:11:14.033,20240901,15,ODI_SMS_OUT,/pps/sms,13966,13966,13966,0,13966,13966,13973,13573,2024,9,1,15
2024-09-01 16:20:15.971,20240901,15,ODI_INTERCO,/ict/interco,1636599,0,1457281,0,1457281,1457281,1457281,1456732,2024,9,1,15
2024-09-01 16:10:55.021,20240901,15,ODI_ROAMING_IN,/elink/roaming_in,34403,34397,34397,0,34397,34397,34391,31153,2024,9,1,15
2024-09-01 16:17:52.563,20240901,15,ODI_RECHARGE,/pps/recharge_86,318,318,318,0,318,318,318,318,2024,9,1,15
2024-09-01 16:19:37.556,20240901,15,ODI_RECHARGE,/pps/recharge_84,198,198,198,0,198,198,198,198,2024,9,1,15
2024-09-01 16:42:20.574,20240901,15,ODI_SMS_OUT,/bscs/sms_out,35904,0,35904,0,35904,35904,35904,24492,2024,9,1,15
2024-09-01 17:11:22.482,20240901,16,ODI_SMS_OUT,/pps/sms,13063,13063,13063,0,13063,13063,13070,12647,2024,9,1,16
2024-09-01 17:43:03.451,20240901,16,ODI_POSTPAID_VOICE,/bscs/postpaid_voice,495925,0,495925,0,495925,495925,495925,495925,2024,9,1,16
2024-09-01 17:41:55.727,20240901,16,ODI_ROAMING_OUT,/bscs/roaming_out,1922,0,1922,0,1922,1922,1922,1922,2024,9,1,16
2024-09-01 17:19:54.179,20240901,16,ODI_RECHARGE,/pps/recharge_83,6684,6684,6684,0,6684,6684,6684,6684,2024,9,1,16
2024-09-01 17:19:32.624,20240901,16,ODI_RECHARGE,/pps/recharge_84,181,181,181,0,181,181,181,181,2024,9,1,16
2024-09-01 17:17:54.792,20240901,16,ODI_RECHARGE,/pps/recharge_81,29355,29355,29355,0,29355,29355,29355,29355,2024,9,1,16
2024-09-01 17:11:25.634,20240901,16,ODI_PREPAID_VOICE,/pps/voice,860337,860337,860337,0,860337,860337,860337,860328,2024,9,1,16
2024-09-01 17:46:23.242,20240901,16,ODI_DATA,/bscs/postpaid_data,1464902,0,1464902,0,1464902,1464902,1464902,1464902,2024,9,1,16
2024-09-01 17:17:09.742,20240901,16,ODI_RECHARGE,/pps/recharge_810,1,1,1,0,1,1,1,1,2024,9,1,16
2024-09-01 17:17:14.424,20240901,16,ODI_RECHARGE,/pps/recharge_811,12,12,12,0,12,12,12,12,2024,9,1,16
2024-09-01 17:42:19.948,20240901,16,ODI_SMS_OUT,/bscs/sms_out,38351,0,38351,0,38351,38351,38351,25153,2024,9,1,16
2024-09-01 17:17:57.121,20240901,16,ODI_RECHARGE,/pps/recharge_86,292,292,292,0,292,292,292,292,2024,9,1,16
2024-09-01 17:10:57.867,20240901,16,ODI_ROAMING_IN,/elink/roaming_in,30945,30938,30938,0,30938,30938,30932,28178,2024,9,1,16
2024-09-01 18:04:05.134,20240901,16,CEM_NEWCUST,/otarie/NewCust,161600982,0,161575008,0,161575008,161575008,161575008,161575008,2024,9,1,16
2024-09-01 17:20:18.121,20240901,16,ODI_INTERCO,/ict/interco,1630152,0,1468205,0,1468205,1468205,1468205,1467651,2024,9,1,16
2024-09-01 17:17:06.651,20240901,16,ODI_RECHARGE,/pps/recharge_89,2669,2669,2669,0,2669,2669,2669,2669,2024,9,1,16
2024-09-01 17:17:11.345,20240901,16,ODI_RECHARGE,/pps/recharge_87,12,12,12,0,12,12,12,10,2024,9,1,16
2024-09-01 17:11:56.663,20240901,16,ODI_DATA,/pps/data,2350008,2350008,2350008,0,2350008,2350008,2246729,2246729,2024,9,1,16
2024-09-01 17:17:27.551,20240901,16,ODI_RECHARGE,/pps/recharge_82,270,270,270,0,270,270,270,270,2024,9,1,16
2024-09-01 17:17:52.373,20240901,16,ODI_RECHARGE,/pps/recharge_85,2742,2742,2742,0,2742,2742,2742,2742,2024,9,1,16
2024-09-01 18:10:58.777,20240901,17,ODI_ROAMING_IN,/elink/roaming_in,32075,32065,32065,0,32065,32065,32059,29307,2024,9,1,17
2024-09-01 18:41:53.221,20240901,17,ODI_ROAMING_OUT,/bscs/roaming_out,2347,0,2347,0,2347,2347,2347,2347,2024,9,1,17
2024-09-01 18:11:11.307,20240901,17,ODI_SMS_OUT,/pps/sms,12637,12637,12637,0,12637,12637,12648,12215,2024,9,1,17
2024-09-01 18:12:03.322,20240901,17,ODI_DATA,/pps/data,2323926,2323926,2323926,0,2323926,2323926,2225469,2225469,2024,9,1,17
2024-09-01 18:20:53.489,20240901,17,ODI_RECHARGE,/pps/recharge_84,231,231,231,0,231,231,231,231,2024,9,1,17
2024-09-01 18:42:26.513,20240901,17,ODI_SMS_OUT,/bscs/sms_out,41314,0,41314,0,41314,41314,41314,27394,2024,9,1,17
2024-09-01 18:17:21.106,20240901,17,ODI_RECHARGE,/pps/recharge_81,31626,31626,31626,0,31626,31626,31626,31626,2024,9,1,17
2024-09-01 18:46:39.032,20240901,17,ODI_DATA,/bscs/postpaid_data,1513948,0,1513948,0,1513948,1513948,1513948,1513948,2024,9,1,17
2024-09-01 18:17:17.471,20240901,17,ODI_RECHARGE,/pps/recharge_82,286,286,286,0,286,286,286,286,2024,9,1,17
2024-09-01 18:21:07.709,20240901,17,ODI_RECHARGE,/pps/recharge_83,8379,8379,8379,0,8379,8379,8379,8379,2024,9,1,17
2024-09-01 18:18:01.197,20240901,17,ODI_RECHARGE,/pps/recharge_85,2687,2687,2687,0,2687,2687,2687,2687,2024,9,1,17
2024-09-01 18:17:12.751,20240901,17,ODI_RECHARGE,/pps/recharge_87,10,10,10,0,10,10,10,10,2024,9,1,17
2024-09-01 18:11:25.831,20240901,17,ODI_PREPAID_VOICE,/pps/voice,989430,989430,989430,0,989430,989430,989430,989413,2024,9,1,17
2024-09-01 18:17:13.18,20240901,17,ODI_RECHARGE,/pps/recharge_811,12,12,12,0,12,12,12,12,2024,9,1,17
2024-09-01 18:17:35.541,20240901,17,ODI_RECHARGE,/pps/recharge_89,3358,3358,3358,0,3358,3358,3358,3358,2024,9,1,17
2024-09-01 18:43:42.584,20240901,17,ODI_POSTPAID_VOICE,/bscs/postpaid_voice,650564,0,650564,0,650564,650564,650564,650564,2024,9,1,17
2024-09-01 18:18:06.072,20240901,17,ODI_RECHARGE,/pps/recharge_86,271,271,271,0,271,271,271,271,2024,9,1,17
2024-09-01 18:54:41.588,20240901,17,CEM_NEWCUST,/otarie/NewCust,29710954,0,29706144,0,29706144,29706144,29706144,29706144,2024,9,1,17
2024-09-01 18:20:10.434,20240901,17,ODI_INTERCO,/ict/interco,1629430,0,1401911,0,1401911,1401911,1401911,1401254,2024,9,1,17
2024-09-01 19:17:15.739,20240901,18,ODI_RECHARGE,/pps/recharge_81,39949,39949,39949,0,39949,39949,39949,39949,2024,9,1,18
